Document Links Row #{0}: Invalid doctype or fieldname.,Document Links Row #{0}: Invalid doctype or fieldname.,
Document Links Row #{0}: Parent DocType is mandatory for internal links,Document Links Row #{0}: Parent DocType is mandatory for internal links,
Document Links Row #{0}: Table Fieldname is mandatory for internal links,Document Links Row #{0}: Table Fieldname is mandatory for internal links,
Document Name,Document Name,
Document Name must be a string,Document Name must be a string,
Document Naming Rule,Document Naming Rule,
Document Naming Rule Condition,Document Naming Rule Condition,
Document Naming Settings,Document Naming Settings,
Document Queued,Document Queued,
Document Restoration Summary,Document Restoration Summary,
Document Restored,Document Restored,
Document Saved,Document Saved,
Document Share,Document Share,
Document Share Key,Document Share Key,
Document Share Key Expiry (in Days),Document Share Key Expiry (in Days),
Document Share Report,Document Share Report,
Document States,Document States,
Document Status,Document Status,
Document Tag,Document Tag,
Document Title,Document Title,
Document Type,Document Type,
Document Type and Function are required to create a number card,Document Type and Function are required to create a number card,
Document Type is not importable,Document Type is not importable,
Document Type is not submittable,Document Type is not submittable,
Document Type to Track,Document Type to Track,
Document Type {0} has been repeated.,Document Type {0} has been repeated.,
Document Types,Document Types,
Document Types (Select Permissions Only),Document Types (Select Permissions Only),
Document Types and Permissions,Document Types and Permissions,
Document Unlocked,Document Unlocked,
Document has been cancelled,Document has been cancelled,
Document has been submitted,Document has been submitted,
Document is in draft state,Document is in draft state,
Document is only editable by users with role,Document is only editable by users with role,
Document not Relinked,Document not Relinked,
Document renamed from {0} to {1},Document renamed from {0} to {1},
Document renaming from {0} to {1} has been queued,Document renaming from {0} to {1} has been queued,
Document type is required to create a dashboard chart,Document type is required to create a dashboard chart,
Document {0} Already Restored,Document {0} Already Restored,
Document {0} has been set to state {1} by {2},Document {0} has been set to state {1} by {2},
Document {0} {1} does not exist,Document {0} {1} does not exist,
Documentation,Documentation,
Documentation Link,Documentation Link,
Documentation URL,Documentation URL,
Documents,Documents,
Documents restored successfully,Documents restored successfully,
Documents that failed to restore,Documents that failed to restore,
Documents that were already restored,Documents that were already restored,
Domain,Domain,
Domain Name,Domain Name,
Domain Settings,Domain Settings,
Domains,Domains,
Domains HTML,Domains HTML,
"Don't HTML Encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field","Don't HTML Encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field",
Don't Import,Don't Import,
Don't Override Status,Don't Override Status,
Don't Send Emails,Don't Send Emails,
"Don't encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field","Don't encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field",
Don't have an account?,Don't have an account?,
Done,Done,
Donut,Donut,
Double click to edit label,Double click to edit label,
Download,Download,
Download Backups,Download Backups,
Download Data,Download Data,
Download Files Backup,Download Files Backup,
Download Link,Download Link,
Download PDF,Download PDF,
Download Report,Download Report,
Download Template,Download Template,
Download Your Data,Download Your Data,
Download vCard,Download vCard,
Download vCards,Download vCards,
Dr,Dr,r
Draft,Draft,
Drag,Drag,
Drag & Drop a section here from another tab,Drag & Drop a section here from another tab,
Drag and drop files here or upload from,Drag and drop files here or upload from,
Drag columns to set order. Column width is set in percentage. The total width should not be more than 100. Columns marked in red will be removed.,Drag columns to set order. Column width is set in percentage. The total width should not be more than 100. Columns marked in red will be removed.,
Drag elements from the sidebar to add. Drag them back to trash.,Drag elements from the sidebar to add. Drag them back to trash.,
Drag to add state,Drag to add state,
Drop files here,Drop files here,
Dropbox Access Token,Dropbox Access Token,
Dropbox Refresh Token,Dropbox Refresh Token,
Dropbox Settings,Dropbox Settings,
Dropbox Setup,Dropbox Setup,
Dropdowns,Dropdowns,
Due Date,Due Date,
Due Date Based On,Due Date Based On,
Duplicate,Duplicate,
Duplicate Entry,Duplicate Entry,
Duplicate Filter Name,Duplicate Filter Name,
Duplicate Name,Duplicate Name,
Duplicate Workspace,Duplicate Workspace,
Duplicate current row,Duplicate current row,
Duplicate field,Duplicate field,
Duplicate of {0} named as {1} is created successfully,Duplicate of {0} named as {1} is created successfully,
Duration,Duration,
Dynamic,Dynamic,
Dynamic Filters,Dynamic Filters,
Dynamic Filters JSON,Dynamic Filters JSON,
Dynamic Filters Section,Dynamic Filters Section,
Dynamic Link,Dynamic Link,
Dynamic Report Filters,Dynamic Report Filters,
Dynamic Route,Dynamic Route,
Dynamic Template,Dynamic Template,
ESC,ESC,
Edit,Edit,
Edit Auto Email Report Settings,Edit Auto Email Report Settings,
Edit Chart,Edit Chart,
Edit Custom HTML,Edit Custom HTML,
Edit DocType,Edit DocType,Button in list view menu
Edit Existing,Edit Existing,
Edit Filter,Edit Filter,
Edit Filters,Edit Filters,
Edit Footer,Edit Footer,
Edit Format,Edit Format,
Edit Full Form,Edit Full Form,
Edit HTML,Edit HTML,
Edit Header,Edit Header,
Edit Heading,Edit Heading,
Edit Letter Head,Edit Letter Head,
Edit Letter Head Footer,Edit Letter Head Footer,
Edit Print Format,Edit Print Format,
Edit Profile,Edit Profile,
Edit Properties,Edit Properties,
Edit Shortcut,Edit Shortcut,
Edit Values,Edit Values,
Edit Workspace,Edit Workspace,
Edit mode,Edit mode,
Edit to add content,Edit to add content,
Edit your response,Edit your response,Button in web form
Edit your workflow visually using the Workflow Builder.,Edit your workflow visually using the Workflow Builder.,
Edit {0},Edit {0},
Editable Grid,Editable Grid,
Editing Row,Editing Row,
Editing {0},Editing {0},
Eg. smsgateway.com/api/send_sms.cgi,Eg. smsgateway.com/api/send_sms.cgi,
Either key or IP flag is required.,Either key or IP flag is required.,
Element Selector,Element Selector,
Email,Email,
Email Account,Email Account,
Email Account Disabled.,Email Account Disabled.,
Email Account Name,Email Account Name,
Email Account added multiple times,Email Account added multiple times,
Email Account not setup. Please create a new Email Account from Settings > Email Account,Email Account not setup. Please create a new Email Account from Settings > Email Account,
Email Address,Email Address,
Email Address whose Google Contacts are to be synced.,Email Address whose Google Contacts are to be synced.,
Email Addresses,Email Addresses,
Email Chính,Email Chính,
Email Domain,Email Domain,
Email Flag Queue,Email Flag Queue,
Email Footer Address,Email Footer Address,
Email Group,Email Group,
Email Group Member,Email Group Member,
Email ID,Email ID,
Email Id,Email Id,
Email Inbox,Email Inbox,
Email Queue,Email Queue,
Email Queue Recipient,Email Queue Recipient,
Email Queue flushing aborted due to too many failures.,Email Queue flushing aborted due to too many failures.,
Email Queue records.,Email Queue records.,
Email Reply Help,Email Reply Help,
Email Retry Limit,Email Retry Limit,
Email Rule,Email Rule,
Email Sent,Email Sent,
Email Sent At,Email Sent At,
Email Settings,Email Settings,
Email Signature,Email Signature,
Email Status,Email Status,
Email Sync Option,Email Sync Option,
Email Template,Email Template,
Email Threads on Assigned Document,Email Threads on Assigned Document,
Email To,Email To,
Email Unsubscribe,Email Unsubscribe,
Email has been marked as spam,Email has been marked as spam,
Email has been moved to trash,Email has been moved to trash,
Email not sent to {0} (unsubscribed / disabled),Email not sent to {0} (unsubscribed / disabled),
Email not verified with {0},Email not verified with {0},
Email queue is currently suspended. Resume to automatically send emails.,Email queue is currently suspended. Resume to automatically send emails.,
Emails,Emails,
Emails are muted,Emails are muted,
Emails will be sent with next possible workflow actions,Emails will be sent with next possible workflow actions,
Embed code copied,Embed code copied,
Empty column,Empty column,
Enable,Enable,
Enable Allow Auto Repeat for the doctype {0} in Customize Form,Enable Allow Auto Repeat for the doctype {0} in Customize Form,
Enable Auto Reply,Enable Auto Reply,
Enable Automatic Backup,Enable Automatic Backup,
Enable Automatic Linking in Documents,Enable Automatic Linking in Documents,
Enable Comments,Enable Comments,
Enable Email Notification,Enable Email Notification,
Enable Email Notifications,Enable Email Notifications,
Enable Google API in Google Settings.,Enable Google API in Google Settings.,
Enable Google indexing,Enable Google indexing,
Enable Incoming,Enable Incoming,
Enable Onboarding,Enable Onboarding,
Enable Outgoing,Enable Outgoing,
Enable Password Policy,Enable Password Policy,
Enable Prepared Report,Enable Prepared Report,
Enable Print Server,Enable Print Server,
Enable Push Notification Relay,Enable Push Notification Relay,
Enable Rate Limit,Enable Rate Limit,
Enable Raw Printing,Enable Raw Printing,
Enable Report,Enable Report,
Enable Scheduled Jobs,Enable Scheduled Jobs,
Enable Scheduler,Enable Scheduler,
Enable Security,Enable Security,
Enable Social Login,Enable Social Login,
Enable Social Sharing,Enable Social Sharing,
Enable Tracking Page Views,Enable Tracking Page Views,
Enable Two Factor Auth,Enable Two Factor Auth,
Enable developer mode to create a standard Print Template,Enable developer mode to create a standard Print Template,
Enable developer mode to create a standard Web Template,Enable developer mode to create a standard Web Template,
Enable email notification for any comment or likes received on your Blog Post.,Enable email notification for any comment or likes received on your Blog Post.,
"Enable if on click
opens modal.","Enable if on click
opens modal.",
Enable in-app website tracking,Enable in-app website tracking,
Enabled,Enabled,
Enabled Scheduler,Enabled Scheduler,
Enabled email inbox for user {0},Enabled email inbox for user {0},
Enabled scheduled execution for script {0},Enabled scheduled execution for script {0},
Enables Calendar and Gantt views.,Enables Calendar and Gantt views.,
Enabling auto reply on an incoming email account will send automated replies to all the synchronized emails. Do you wish to continue?,Enabling auto reply on an incoming email account will send automated replies to all the synchronized emails. Do you wish to continue?,
"Enabling this will register your site on a central relay server to send push notifications for all installed apps through Firebase Cloud Messaging. This server only stores user tokens and error logs, and no messages are saved.","Enabling this will register your site on a central relay server to send push notifications for all installed apps through Firebase Cloud Messaging. This server only stores user tokens and error logs, and no messages are saved.",
Enabling this will submit documents in background,Enabling this will submit documents in background,
Encrypt Backups,Encrypt Backups,
Encryption key is in invalid format!,Encryption key is in invalid format!,
Encryption key is invalid! Please check site_config.json,Encryption key is invalid! Please check site_config.json,
End,End,
End Date,End Date,
End Date Field,End Date Field,
End Date cannot be before Start Date!,End Date cannot be before Start Date!,
Ended At,Ended At,
Endpoint URL,Endpoint URL,
Endpoints,Endpoints,
Ends on,Ends on,
Energy Point,Energy Point,
Energy Point Log,Energy Point Log,
Energy Point Rule,Energy Point Rule,
Energy Point Settings,Energy Point Settings,
Energy Point Update on {0},Energy Point Update on {0},
Energy Points,Energy Points,
Enqueued By,Enqueued By,
Enqueued creation of indexes,Enqueued creation of indexes,
Ensure the user and group search paths are correct.,Ensure the user and group search paths are correct.,
Enter Client Id and Client Secret in Google Settings.,Enter Client Id and Client Secret in Google Settings.,
Enter Code displayed in OTP App.,Enter Code displayed in OTP App.,
Enter Email Recipient(s),Enter Email Recipient(s),
Enter Form Type,Enter Form Type,
Enter Value,Enter Value,Title of prompt dialog
Enter a name for this {0},Enter a name for this {0},
"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".","Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".",
Enter folder name,Enter folder name,
"Enter static url parameters here (Eg. sender=ERPNext, username=ERPNext, password=1234 etc.)","Enter static url parameters here (Eg. sender=ERPNext, username=ERPNext, password=1234 etc.)",
Enter url parameter for message,Enter url parameter for message,
Enter url parameter for receiver nos,Enter url parameter for receiver nos,
Enter your password,Enter your password,
Entity Name,Entity Name,
Entity Type,Entity Type,
Equals,Equals,
Error,Error,
Error Code: {0},Error Code: {0},
Error Log,Error Log,
Error Message,Error Message,
"Error connecting to QZ Tray Application...<br><br> You need to have QZ Tray application installed and running, to use the Raw Print feature.<br><br><a target=""_blank"" href=""https://qz.io/download/"">Click here to Download and install QZ Tray</a>.<br> <a target=""_blank"" href=""https://erpnext.com/docs/user/manual/en/setting-up/print/raw-printing"">Click here to learn more about Raw Printing</a>.","Error connecting to QZ Tray Application...<br><br> You need to have QZ Tray application installed and running, to use the Raw Print feature.<br><br><a target=""_blank"" href=""https://qz.io/download/"">Click here to Download and install QZ Tray</a>.<br> <a target=""_blank"" href=""https://erpnext.com/docs/user/manual/en/setting-up/print/raw-printing"">Click here to learn more about Raw Printing</a>.",
Error connecting via IMAP/POP3: {e},Error connecting via IMAP/POP3: {e},
Error connecting via SMTP: {e},Error connecting via SMTP: {e},
Error has occurred in {0},Error has occurred in {0},
Error in Client Script,Error in Client Script,
Error in Client Script.,Error in Client Script.,
Error in Header/Footer Script,Error in Header/Footer Script,
Error in Notification,Error in Notification,
Error in print format on line {0}: {1},Error in print format on line {0}: {1},
Error while connecting to email account {0},Error while connecting to email account {0},
Error while evaluating Notification {0}. Please fix your template.,Error while evaluating Notification {0}. Please fix your template.,
Error: Document has been modified after you have opened it,Error: Document has been modified after you have opened it,
Error: Value missing for {0}: {1},Error: Value missing for {0}: {1},
Errors,Errors,
Event,Event,
Event Category,Event Category,
Event Frequency,Event Frequency,
Event Participants,Event Participants,
Event Reminders,Event Reminders,
Event Synced with Google Calendar.,Event Synced with Google Calendar.,
Event Type,Event Type,
Events,Events,
Events in Today's Calendar,Events in Today's Calendar,
Everyone,Everyone,
"Ex: ""colors"": [""#d1d8dd"", ""#ff5858""]","Ex: ""colors"": [""#d1d8dd"", ""#ff5858""]",
Exact Copies,Exact Copies,
Example,Example,
"Example: ""/desk""","Example: ""/desk""",
Example: #Tree/Account,Example: #Tree/Account,
Example: 00001,Example: 00001,
Example: Setting this to 24:00 will log out a user if they are not active for 24:00 hours.,Example: Setting this to 24:00 will log out a user if they are not active for 24:00 hours.,
Example: {{ subject }},Example: {{ subject }},
Excel,Excel,
Excellent,Excellent,
Exception,Exception,
Execute,Execute,
Execute Console script,Execute Console script,
Executing...,Executing...,
Execution Time: {0} sec,Execution Time: {0} sec,
Executive,Executive,
Expand,Expand,Enlarge code field.
Expand All,Expand All,
Experimental,Experimental,
Expert,Expert,
Expiration time,Expiration time,
Expire Notification On,Expire Notification On,
Expired,Expired,
Expires In,Expires In,
Expires On,Expires On,
Expiry time of QR Code Image Page,Expiry time of QR Code Image Page,
Export,Export,
Export 1 record,Export 1 record,
Export Custom Permissions,Export Custom Permissions,
Export Customizations,Export Customizations,
Export Data,Export Data,
Export Errored Rows,Export Errored Rows,
Export From,Export From,
Export Import Log,Export Import Log,
Export Report: {0},Export Report: {0},Export report
Export Type,Export Type,
Export all matching rows?,Export all matching rows?,
Export all {0} rows?,Export all {0} rows?,
Export as zip,Export as zip,
Export not allowed. You need {0} role to export.,Export not allowed. You need {0} role to export.,
Export the data without any header notes and column descriptions,Export the data without any header notes and column descriptions,
Export without main header,Export without main header,
Export {0} records,Export {0} records,
Exported permissions will be force-synced on every migrate overriding any other customization.,Exported permissions will be force-synced on every migrate overriding any other customization.,
Expose Recipients,Expose Recipients,
Expression,Expression,
Expression (old style),Expression (old style),
"Expression, Optional","Expression, Optional",
Extra Parameters,Extra Parameters,
Facebook,Facebook,
Fail,Fail,
Failed,Failed,
Failed Emails,Failed Emails,
Failed Job Count,Failed Job Count,
Failed Jobs,Failed Jobs,
Failed Logins (Last 30 days),Failed Logins (Last 30 days),
Failed Transactions,Failed Transactions,
Failed to aquire lock: {}. Lock may be held by another process.,Failed to aquire lock: {}. Lock may be held by another process.,
Failed to change password.,Failed to change password.,
Failed to complete setup,Failed to complete setup,
Failed to compute request body: {},Failed to compute request body: {},
Failed to connect to server,Failed to connect to server,
"Failed to decode token, please provide a valid base64-encoded token.","Failed to decode token, please provide a valid base64-encoded token.",
Failed to decrypt key {0},Failed to decrypt key {0},
Failed to delete {0} documents: {1},Failed to delete {0} documents: {1},
Failed to enable scheduler: {0},Failed to enable scheduler: {0},
Failed to evaluate conditions: {},Failed to evaluate conditions: {},
Failed to export python type hints,Failed to export python type hints,
Failed to generate names from the series,Failed to generate names from the series,
Failed to generate preview of series,Failed to generate preview of series,
Failed to get method for command {0} with {1},Failed to get method for command {0} with {1},
Failed to get method {0} with {1},Failed to get method {0} with {1},
Failed to get site info,Failed to get site info,
"Failed to import virtual doctype {}, is controller file present?","Failed to import virtual doctype {}, is controller file present?",
Failed to optimize image: {0},Failed to optimize image: {0},
Failed to request login to Frappe Cloud,Failed to request login to Frappe Cloud,
Failed to send email with subject:,Failed to send email with subject:,
Failed to send notification email,Failed to send notification email,
Failed to update global settings,Failed to update global settings,
Failed while calling API {0},Failed while calling API {0},
Failing Scheduled Jobs (last 7 days),Failing Scheduled Jobs (last 7 days),
Failure,Failure,
Failure Rate,Failure Rate,
FavIcon,FavIcon,
Fax,Fax,
Featured,Featured,
Feedback,Feedback,
Feedback Request,Feedback Request,
Female,Female,
Fetch From,Fetch From,
Fetch Images,Fetch Images,
Fetch attached images from document,Fetch attached images from document,
Fetch on Save if Empty,Fetch on Save if Empty,
Fetching default Global Search documents.,Fetching default Global Search documents.,
Field,Field,
"Field ""route"" is mandatory for Web Views","Field ""route"" is mandatory for Web Views",
"Field ""title"" is mandatory if ""Website Search Field"" is set.","Field ""title"" is mandatory if ""Website Search Field"" is set.",
"Field ""value"" is mandatory. Please specify value to be updated","Field ""value"" is mandatory. Please specify value to be updated",
Field Description,Field Description,
Field Missing,Field Missing,
Field Name,Field Name,
Field Orientation (Left-Right),Field Orientation (Left-Right),
Field Orientation (Top-Down),Field Orientation (Top-Down),
Field Template,Field Template,
Field To Check,Field To Check,
Field Type,Field Type,
Field not permitted in query,Field not permitted in query,
"Field that represents the Workflow State of the transaction (if field is not present, a new hidden Custom Field will be created)","Field that represents the Workflow State of the transaction (if field is not present, a new hidden Custom Field will be created)",
Field to Track,Field to Track,
Field type cannot be changed for {0},Field type cannot be changed for {0},
Field {0} does not exist on {1},Field {0} does not exist on {1},
Field {0} is referring to non-existing doctype {1}.,Field {0} is referring to non-existing doctype {1}.,
Field {0} not found.,Field {0} not found.,
Fieldname,Fieldname,
Fieldname '{0}' conflicting with a {1} of the name {2} in {3},Fieldname '{0}' conflicting with a {1} of the name {2} in {3},
Fieldname called {0} must exist to enable autonaming,Fieldname called {0} must exist to enable autonaming,
Fieldname is limited to 64 characters ({0}),Fieldname is limited to 64 characters ({0}),
Fieldname not set for Custom Field,Fieldname not set for Custom Field,
Fieldname which will be the DocType for this link field.,Fieldname which will be the DocType for this link field.,
Fieldname {0} appears multiple times,Fieldname {0} appears multiple times,
Fieldname {0} cannot have special characters like {1},Fieldname {0} cannot have special characters like {1},
Fieldname {0} conflicting with meta object,Fieldname {0} conflicting with meta object,
Fieldname {0} is restricted,Fieldname {0} is restricted,
Fields,Fields,
Fields Multicheck,Fields Multicheck,
Fields `file_name` or `file_url` must be set for File,Fields `file_name` or `file_url` must be set for File,
"Fields separated by comma (,) will be included in the ""Search By"" list of Search dialog box","Fields separated by comma (,) will be included in the ""Search By"" list of Search dialog box",
Fieldtype,Fieldtype,
Fieldtype cannot be changed from {0} to {1},Fieldtype cannot be changed from {0} to {1},
Fieldtype cannot be changed from {0} to {1} in row {2},Fieldtype cannot be changed from {0} to {1} in row {2},
File,File,
"File ""{0}"" was skipped because of invalid file type","File ""{0}"" was skipped because of invalid file type",
"File ""{0}"" was skipped because only {1} uploads are allowed","File ""{0}"" was skipped because only {1} uploads are allowed",
"File ""{0}"" was skipped because only {1} uploads are allowed for DocType ""{2}""","File ""{0}"" was skipped because only {1} uploads are allowed for DocType ""{2}""",
"File ""{0}"" was skipped because size exceeds {1} MB","File ""{0}"" was skipped because size exceeds {1} MB",
File '{0}' not found,File '{0}' not found,
File Backup,File Backup,
File Information,File Information,
File Manager,File Manager,
File Name,File Name,
File Size,File Size,
File Storage,File Storage,
File Type,File Type,
File URL,File URL,
File backup is ready,File backup is ready,
File name cannot have {0},File name cannot have {0},
File not attached,File not attached,
File size exceeded the maximum allowed size of {0} MB,File size exceeded the maximum allowed size of {0} MB,
File too big,File too big,
File type of {0} is not allowed,File type of {0} is not allowed,
File {0} does not exist,File {0} does not exist,
Files,Files,
Filter,Filter,
Filter By,Filter By,
Filter Data,Filter Data,
Filter List,Filter List,
Filter Meta,Filter Meta,
Filter Name,Filter Name,
Filter Values,Filter Values,
Filter must be a tuple or list (in a list),Filter must be a tuple or list (in a list),
"Filter must have 4 values (doctype, fieldname, operator, value): {0}","Filter must have 4 values (doctype, fieldname, operator, value): {0}",
Filter...,Filter...,
Filtered By,Filtered By,
Filtered Records,Filtered Records,
"Filtered by ""{0}""","Filtered by ""{0}""",
Filters,Filters,
Filters Configuration,Filters Configuration,
Filters Display,Filters Display,
Filters JSON,Filters JSON,
Filters Section,Filters Section,
Filters applied for {0},Filters applied for {0},
Filters saved,Filters saved,
"Filters will be accessible via <code>filters</code>. <br><br>Send output as <code>result = [result]</code>, or for old style <code>data = [columns], [result]</code>","Filters will be accessible via <code>filters</code>. <br><br>Send output as <code>result = [result]</code>, or for old style <code>data = [columns], [result]</code>",
Filters {0},Filters {0},
Filters:,Filters:,
Find '{0}' in ...,Find '{0}' in ...,
Find {0} in {1},Find {0} in {1},
Finished,Finished,
Finished At,Finished At,
First,First,
First Day of the Week,First Day of the Week,
First Name,First Name,
First Success Message,First Success Message,
First Transaction,First Transaction,
First data column must be blank.,First data column must be blank.,
First set the name and save the record.,First set the name and save the record.,
Fit,Fit,
Flag,Flag,
Float,Float,
Float Precision,Float Precision,
Fold,Fold,
Fold can not be at the end of the form,Fold can not be at the end of the form,
Fold must come before a Section Break,Fold must come before a Section Break,
Folder,Folder,
Folder Name,Folder Name,
Folder name should not include '/' (slash),Folder name should not include '/' (slash),
Folder {0} is not empty,Folder {0} is not empty,
Folio,Folio,
Follow,Follow,
Followed by,Followed by,
Following Report Filters have missing values:,Following Report Filters have missing values:,
Following fields are missing:,Following fields are missing:,
Following fields have invalid values:,Following fields have invalid values:,
Following fields have missing values,Following fields have missing values,
Following fields have missing values:,Following fields have missing values:,
Following links are broken in the email content: {0},Following links are broken in the email content: {0},
Font,Font,
Font Properties,Font Properties,
Font Size,Font Size,
Fonts,Fonts,
Footer,Footer,
"Footer ""Powered By""","Footer ""Powered By""",
Footer Based On,Footer Based On,
Footer Content,Footer Content,
Footer Details,Footer Details,
Footer HTML,Footer HTML,
Footer HTML set from attachment {0},Footer HTML set from attachment {0},
Footer Image,Footer Image,
Footer Items,Footer Items,
Footer Logo,Footer Logo,
Footer Script,Footer Script,
Footer Template,Footer Template,
Footer Template Values,Footer Template Values,
Footer might not be visible as {0} option is disabled</div>,Footer might not be visible as {0} option is disabled</div>,
Footer will display correctly only in PDF,Footer will display correctly only in PDF,
For DocType Link / DocType Action,For DocType Link / DocType Action,
For Document Event,For Document Event,
For Document Type,For Document Type,
For Example: {} Open,For Example: {} Open,
"For Links, enter the DocType as range.
For Select, enter list of Options, each on a new line.","For Links, enter the DocType as range.
For Select, enter list of Options, each on a new line.",
For User,For User,
For Value,For Value,
"For comparison, use >5, <10 or =324. For ranges, use 5:10 (for values between 5 & 10).","For comparison, use >5, <10 or =324. For ranges, use 5:10 (for values between 5 & 10).",
For example if you cancel and amend INV004 it will become a new document INV004-1. This helps you to keep track of each amendment.,For example if you cancel and amend INV004 it will become a new document INV004-1. This helps you to keep track of each amendment.,
For example:,For example:,
"For example: If you want to include the document ID, use {0}","For example: If you want to include the document ID, use {0}",
For example: {} Open,For example: {} Open,
"For help see <a href=""https://frappeframework.com/docs/user/en/guides/portal-development/web-forms"" target=""_blank"">Client Script API and Examples</a>","For help see <a href=""https://frappeframework.com/docs/user/en/guides/portal-development/web-forms"" target=""_blank"">Client Script API and Examples</a>",
"For more information, <a class=""text-muted"" href=""https://erpnext.com/docs/user/manual/en/setting-up/email/linking-emails-to-document"">click here</a>.","For more information, <a class=""text-muted"" href=""https://erpnext.com/docs/user/manual/en/setting-up/email/linking-emails-to-document"">click here</a>.",
"For more information, {0}.","For more information, {0}.",
"For multiple addresses, enter the address on different line. e.g. test@test.com ⏎ test1@test.com","For multiple addresses, enter the address on different line. e.g. test@test.com ⏎ test1@test.com",
"For updating, you can update only selective columns.","For updating, you can update only selective columns.",
For {0} at level {1} in {2} in row {3},For {0} at level {1} in {2} in row {3},
Force,Force,
Force Re-route to Default View,Force Re-route to Default View,
Force Show,Force Show,
Force Stop job,Force Stop job,
Force User to Reset Password,Force User to Reset Password,
Force Web Capture Mode for Uploads,Force Web Capture Mode for Uploads,
Forgot Password?,Forgot Password?,
Form,Form,
Form Builder,Form Builder,
Form Dict,Form Dict,
Form Settings,Form Settings,
Form Tour,Form Tour,
Form Tour Step,Form Tour Step,
Form URL-Encoded,Form URL-Encoded,
Form Website,Form Website,
Format,Format,
Format Data,Format Data,
Forward,Forward,
Forward To Email Address,Forward To Email Address,
Fraction,Fraction,
Fraction Units,Fraction Units,
Frappe,Frappe,
Frappe Framework,Frappe Framework,
Frappe Light,Frappe Light,
Frappe School,Frappe School,
Frappe Support,Frappe Support,
Frappe page builder using components,Frappe page builder using components,
Free,Free,Image Cropper
Frequency,Frequency,
Friday,Friday,
From,From,
From Date,From Date,
From Date Field,From Date Field,
From Document Type,From Document Type,
From Full Name,From Full Name,
From User,From User,
From version,From version,
Full,Full,
Full Name,Full Name,
Full Page,Full Page,
Full Width,Full Width,
Function,Function,
Function Based On,Function Based On,
Function {0} is not whitelisted.,Function {0} is not whitelisted.,
Further nodes can be only created under 'Group' type nodes,Further nodes can be only created under 'Group' type nodes,
Fw: {0},Fw: {0},
GET,GET,
GMail,GMail,
GNU Affero General Public License,GNU Affero General Public License,
GNU General Public License,GNU General Public License,
Gantt,Gantt,
Gantt View,Gantt View,
Gender,Gender,
Genderqueer,Genderqueer,
General,General,
Generate Keys,Generate Keys,
Generate New Report,Generate New Report,
Generate Random Password,Generate Random Password,
Generate Tracking URL,Generate Tracking URL,
Geo,Geo,
Geolocation,Geolocation,
Get Alerts for Today,Get Alerts for Today,
Get Backup Encryption Key,Get Backup Encryption Key,
Get Contacts,Get Contacts,
Get Fields,Get Fields,
Get Header and Footer wkhtmltopdf variables,Get Header and Footer wkhtmltopdf variables,
Get Items,Get Items,
Get OpenID Configuration,Get OpenID Configuration,
Get PDF,Get PDF,
Get a preview of generated names with a series.,Get a preview of generated names with a series.,
Get more insights with,Get more insights with,
Get notified when an email is received on any of the documents assigned to you.,Get notified when an email is received on any of the documents assigned to you.,
Get your globally recognized avatar from Gravatar.com,Get your globally recognized avatar from Gravatar.com,
Git Branch,Git Branch,
GitHub,GitHub,
Github flavoured markdown syntax,Github flavoured markdown syntax,
Give Review Points,Give Review Points,
Giới Tính,Giới Tính,
Global Search DocType,Global Search DocType,
Global Search Document Types Reset.,Global Search Document Types Reset.,
Global Search Settings,Global Search Settings,
Global Shortcuts,Global Shortcuts,
Global Unsubscribe,Global Unsubscribe,
Go,Go,
Go Back,Go Back,
Go to Login Required field,Go to Login Required field,
Go to Notification Settings List,Go to Notification Settings List,
Go to Page,Go to Page,
Go to Workflow,Go to Workflow,
Go to Workspace,Go to Workspace,
Go to next record,Go to next record,
Go to previous record,Go to previous record,
Go to the document,Go to the document,
Go to this URL after completing the form,Go to this URL after completing the form,
Go to {0},Go to {0},
Go to {0} List,Go to {0} List,
Go to {0} Page,Go to {0} Page,
Goal,Goal,
Google,Google,
Google Analytics ID,Google Analytics ID,
Google Analytics anonymise IP,Google Analytics anonymise IP,
Google Calendar,Google Calendar,
Google Calendar - Contact / email not found. Did not add attendee for -<br>{0},Google Calendar - Contact / email not found. Did not add attendee for -<br>{0},
"Google Calendar - Could not create Calendar for {0}, error code {1}.","Google Calendar - Could not create Calendar for {0}, error code {1}.",
"Google Calendar - Could not delete Event {0} from Google Calendar, error code {1}.","Google Calendar - Could not delete Event {0} from Google Calendar, error code {1}.",
"Google Calendar - Could not fetch event from Google Calendar, error code {0}.","Google Calendar - Could not fetch event from Google Calendar, error code {0}.",
"Google Calendar - Could not find Calendar for {0}, error code {1}.","Google Calendar - Could not find Calendar for {0}, error code {1}.",
"Google Calendar - Could not insert contact in Google Contacts {0}, error code {1}.","Google Calendar - Could not insert contact in Google Contacts {0}, error code {1}.",
